frame,Tx,Ty,Tz,qw,qx,qy,qz
0,0.30000001192092896,0.0,0.30000001192092896,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
1,0.30000001192092896,0.0,0.2995111346244812,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
2,0.30000001192092896,0.0,0.2980889081954956,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
3,0.30000001192092896,0.0,0.29580000042915344,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
4,0.30000001192092896,0.0,0.2927111089229584,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
5,0.30000001192092896,0.0,0.2888889014720917,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
6,0.30000001192092896,0.0,0.28440001606941223,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
7,0.30000001192092896,0.0,0.2793111205101013,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
8,0.30000001192092896,0.0,0.2736888825893402,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
9,0.30000001192092896,0.0,0.26759999990463257,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
10,0.30000001192092896,0.0,0.2611111104488373,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
11,0.30000001192092896,0.0,0.254288911819458,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
12,0.30000001192092896,0.0,0.24720001220703125,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
13,0.30000001192092896,0.0,0.23991110920906067,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
14,0.30000001192092896,0.0,0.23248890042304993,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
15,0.30000001192092896,0.0,0.22499999403953552,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
16,0.30000001192092896,0.0,0.2175111174583435,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
17,0.30000001192092896,0.0,0.21008890867233276,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
18,0.30000001192092896,0.0,0.20280000567436218,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
19,0.30000001192092896,0.0,0.19571112096309662,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
20,0.30000001192092896,0.0,0.18888889253139496,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
21,0.30000001192092896,0.0,0.18240001797676086,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
22,0.30000001192092896,0.0,0.17631110548973083,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
23,0.30000001192092896,0.0,0.17068889737129211,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
24,0.30000001192092896,0.0,0.1656000018119812,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
25,0.30000001192092896,0.0,0.16111111640930176,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
26,0.30000001192092896,0.0,0.15728889405727386,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
27,0.30000001192092896,0.0,0.1542000025510788,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
28,0.30000001192092896,0.0,0.15191110968589783,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
29,0.30000001192092896,0.0,0.15048888325691223,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
30,0.30000001192092896,0.0,0.15000000596046448,7.797168564138701e-07,0.7071068286895752,-0.7071068286895752,-7.586434662698593e-07
