frame,Tx,Ty,Tz,qw,qx,qy,qz
0,-0.11947798728942871,1.862645149230957e-09,0.6688174605369568,0.6532815098762512,0.6532815098762512,-0.27059805393218994,0.27059805393218994
1,-0.11843672394752502,1.862645149230957e-09,0.6688546538352966,0.6533965468406677,0.6533965468406677,-0.27032017707824707,0.27032017707824707
2,-0.11540760099887848,1.862645149230957e-09,0.6689628958702087,0.6537306904792786,0.6537306904792786,-0.2695111930370331,0.2695111930370331
3,-0.11053260415792465,1.862645149230957e-09,0.6691370010375977,0.654266357421875,0.654266357421875,-0.26820817589759827,0.26820817589759827
4,-0.10395371913909912,1.862645149230957e-09,0.6693719625473022,0.6549853682518005,0.6549853086471558,-0.2664474844932556,0.2664474844932556
5,-0.09581294655799866,1.862645149230957e-09,0.6696627140045166,0.6558687090873718,0.6558687686920166,-0.26426538825035095,0.26426538825035095
6,-0.08625227212905884,1.862645149230957e-09,0.6700042486190796,0.6568974256515503,0.6568973660469055,-0.2616978883743286,0.2616978883743286
7,-0.07541369646787643,1.862645149230957e-09,0.6703913807868958,0.6580519080162048,0.6580519676208496,-0.2587811350822449,0.2587811350822449
8,-0.06343917548656464,1.862645149230957e-09,0.670819103717804,0.659312903881073,0.659312903881073,-0.2555513381958008,0.2555513381958008
9,-0.0504707396030426,1.862645149230957e-09,0.6712823510169983,0.6606612205505371,0.6606612801551819,-0.25204506516456604,0.25204506516456604
10,-0.03665035590529442,1.862645149230957e-09,0.6717759370803833,0.6620782017707825,0.6620782613754272,-0.24829904735088348,0.24829904735088348
11,-0.022120028734207153,1.862645149230957e-09,0.6722949743270874,0.6635456085205078,0.6635456681251526,-0.2443505823612213,0.2443505823612213
12,-0.007021725177764893,1.862645149230957e-09,0.6728342175483704,0.6650459170341492,0.6650458574295044,-0.240237295627594,0.240237295627594
13,0.008502531796693802,1.862645149230957e-09,0.6733887791633606,0.6665622591972351,0.6665623188018799,-0.23599734902381897,0.23599734902381897
14,0.02431076020002365,1.862645149230957e-09,0.6739534139633179,0.6680788993835449,0.6680788993835449,-0.23166924715042114,0.23166924715042114
15,0.04026100039482117,1.862645149230957e-09,0.674523115158081,0.6695806980133057,0.6695807576179504,-0.2272920310497284,0.2272920310497284
16,0.05621125549077988,1.862645149230957e-09,0.675092875957489,0.6710538864135742,0.6710538864135742,-0.22290511429309845,0.22290511429309845
17,0.07201948016881943,1.862645149230957e-09,0.6756575107574463,0.6724854707717896,0.6724854707717896,-0.21854819357395172,0.21854819357395172
