frame,Tx,Ty,Tz,qw,qx,qy,qz
0,0.30000001192092896,0.0,0.30000001192092896,2.1073420342077043e-08,-0.7071066498756409,0.70710688829422,0.0
1,0.3001648187637329,0.00041203710134141147,0.2998764216899872,2.1073422118433882e-08,-0.7069557905197144,0.7072577476501465,0.0
2,0.300651878118515,0.0016296298708766699,0.2995111346244812,2.10734274475044e-08,-0.7065098881721497,0.707703173160553,-1.5687693398793964e-16
3,0.3014500141143799,0.0036250001285225153,0.29891249537467957,2.107342567114756e-08,-0.7057782411575317,0.7084328532218933,-3.1343069843672215e-16
4,0.3025481402873993,0.0063703712075948715,0.2980889081954956,2.107342389479072e-08,-0.7047701478004456,0.709435760974884,0.0
5,0.3039351999759674,0.009837964549660683,0.2970485985279083,2.107342567114756e-08,-0.7034941911697388,0.7107011079788208,0.0
6,0.30560001730918884,0.014000000432133675,0.29580000042915344,2.107342389479072e-08,-0.7019590139389038,0.712217390537262,0.0
7,0.3075315058231354,0.018828703090548515,0.29435139894485474,2.107342389479072e-08,-0.7001727223396301,0.7139735221862793,0.0
8,0.309718519449234,0.02429630048573017,0.2927111089229584,2.107342389479072e-08,-0.698143482208252,0.7159578800201416,0.0
9,0.3121500313282013,0.030375000089406967,0.2908875048160553,2.107342389479072e-08,-0.6958793997764587,0.7181587219238281,-4.214685134229512e-08
10,0.31481483578681946,0.037037041038274765,0.2888889014720917,2.1073422118433882e-08,-0.6933877468109131,0.7205646634101868,0.0
11,0.31770187616348267,0.04425463080406189,0.28672361373901367,2.107342389479072e-08,-0.6906771063804626,0.7231633067131042,-4.2146844236867764e-08
12,0.3208000063896179,0.052000001072883606,0.28440001606941223,2.1073420342077043e-08,-0.6877548098564148,0.7259430885314941,-4.214685134229512e-08
13,0.324098140001297,0.06024537608027458,0.2819264233112335,2.107342567114756e-08,-0.6846288442611694,0.7288918495178223,-4.214685134229512e-08
14,0.3275851905345917,0.068962961435318,0.2793111205101013,4.21468548950088e-08,-0.681307315826416,0.731997549533844,4.853450083372674e-15
15,0.33125001192092896,0.078125,0.27656251192092896,2.107342567114756e-08,-0.6777979731559753,0.7352482676506042,4.214685134229512e-08
16,0.3350814878940582,0.08770371973514557,0.2736888825893402,4.2146840684154085e-08,-0.6741092205047607,0.7386317253112793,-4.214685134229512e-08
17,0.33906853199005127,0.09767130017280579,0.270698606967926,4.214685134229512e-08,-0.6702494025230408,0.7421359419822693,4.21468548950088e-08
18,0.3431999981403351,0.1080000028014183,0.26759999990463257,4.214684778958144e-08,-0.6662270426750183,0.7457489371299744,-4.214684778958144e-08
19,0.34746482968330383,0.118662029504776,0.2644014060497284,4.2146844236867764e-08,-0.6620511412620544,0.7494586706161499,-4.2146844236867764e-08
20,0.35185185074806213,0.12962964177131653,0.2611111104488373,4.214684778958144e-08,-0.6577306985855103,0.7532532215118408,-4.716493326131126e-15
21,0.35635000467300415,0.140874981880188,0.25773751735687256,2.1073418565720203e-08,-0.6532747149467468,0.7571210265159607,-8.429370268459024e-08
22,0.3609481453895569,0.1523703634738922,0.254288911819458,6.322027701344268e-08,-0.6486930847167969,0.7610501050949097,-4.214685134229512e-08
23,0.3656351864337921,0.1640879511833191,0.2507736086845398,2.107342389479072e-08,-0.6439956426620483,0.7650291919708252,-4.214685134229512e-08
24,0.3704000413417816,0.17599999904632568,0.24720001220703125,4.214684778958144e-08,-0.639192521572113,0.7690469026565552,-8.429369557916289e-08
25,0.37523147463798523,0.18807870149612427,0.24357640743255615,2.107342389479072e-08,-0.6342942714691162,0.773091733455658,-4.214685134229512e-08
26,0.3801185190677643,0.2002963125705719,0.23991110920906067,4.21468548950088e-08,-0.6293115019798279,0.7771531939506531,-4.21468548950088e-08
27,0.3850499987602234,0.21262499690055847,0.23621250689029694,2.107342922386124e-08,-0.624255359172821,0.7812204957008362,-8.429370268459024e-08
28,0.3900148272514343,0.22503702342510223,0.23248890042304993,4.2146844236867764e-08,-0.6191371083259583,0.7852829098701477,-4.2146844236867764e-08
29,0.3950018584728241,0.23750460147857666,0.228748619556427,6.322026990801533e-08,-0.6139684915542603,0.7893306612968445,-8.429370268459024e-08
